Transaction Amount,Quantity,Customer Age,Is Fraudulent,Account Age Days,Transaction Hour,Txn_Month,Txn_DayOfWeek,Txn_IsWeekend,Txn_DayOfMonth,Amount_Per_Qty,Addr_Match,User_Txn_Count,User_Avg_Amount,User_Avg_Age,Amt_UserRatio,Location_Freq,Payment Method_bank transfer,Payment Method_credit card,Payment Method_debit card,Product Category_electronics,Product Category_health & beauty,Product Category_home & garden,Product Category_toys & games,Device Used_mobile,Device Used_tablet
315.2,2,33.0,0,291,9,1,0,0,22,157.6,1,1,315.2,33.0,1.0,0.0003,1,0,0,0,1,0,0,1,0
289.04,1,45.0,0,73,20,3,6,1,10,289.04,1,1,289.04,45.0,1.0,0.0001,0,0,0,0,0,1,0,0,1
252.8,4,27.0,1,21,3,1,0,0,29,63.2,1,1,252.8,27.0,1.0,0.0,1,0,0,0,0,0,0,1,0
166.9,1,23.0,0,318,14,2,5,1,10,166.9,1,1,166.9,23.0,1.0,0.0,0,0,0,0,0,0,0,1,0
81.54,3,19.0,0,202,3,4,2,0,3,27.18,1,1,81.54,19.0,1.0,0.0002,0,0,1,0,1,0,0,0,1
636.71375,4,32.0,0,92,18,3,5,1,23,159.18,1,1,636.71,32.0,1.0,0.0002,0,0,1,1,0,0,0,0,0
107.16,2,21.0,0,354,17,1,1,0,30,53.58,1,1,107.16,21.0,1.0,0.0003,0,0,1,1,0,0,0,0,1
96.88,4,37.0,0,228,19,3,3,0,28,24.22,1,1,96.88,37.0,1.0,0.0005,0,1,0,0,0,0,0,1,0
208.0,4,29.0,0,31,18,1,6,1,28,52.0,1,1,208.0,29.0,1.0,0.0,0,0,1,0,0,1,0,0,0
117.28,5,30.0,1,341,11,2,3,0,22,23.46,1,1,117.28,30.0,1.0,0.0,0,0,0,1,0,0,0,0,1
96.49,3,28.0,0,279,17,2,2,0,28,32.16,1,1,96.49,28.0,1.0,0.0,1,0,0,0,1,0,0,1,0
12.86,2,52.0,0,337,6,4,0,0,1,6.43,1,1,12.86,52.0,1.0,0.0,0,1,0,0,0,0,1,1,0
300.9,5,36.0,0,227,20,2,3,0,29,60.18,1,1,300.9,36.0,1.0,0.0,1,0,0,1,0,0,0,0,1
144.58,5,42.0,0,123,12,2,3,0,22,28.92,1,1,144.58,42.0,1.0,0.0,0,0,1,0,1,0,0,0,1
91.72,2,37.0,0,2,15,2,6,1,11,45.86,1,1,91.72,37.0,1.0,0.0,0,0,0,0,0,0,1,1,0
182.29,1,30.0,0,208,15,3,6,1,24,182.29,1,1,182.29,30.0,1.0,0.0001,0,1,0,0,0,0,0,0,0
81.83,1,29.0,0,306,18,3,6,1,3,81.83,1,1,81.83,29.0,1.0,0.0001,1,0,0,0,0,0,1,1,0
23.96,1,20.0,0,267,7,2,3,0,1,23.96,1,1,23.96,20.0,1.0,0.0,0,0,0,0,0,0,0,0,0
280.62,1,41.0,0,75,10,3,4,0,22,280.62,1,1,280.62,41.0,1.0,0.0,0,1,0,0,0,0,1,0,0
39.93,5,41.0,0,248,20,3,0,0,4,7.99,1,1,39.93,41.0,1.0,0.0001,0,0,0,0,0,1,0,0,1
220.26,5,45.0,0,283,11,1,3,0,11,44.05,1,1,220.26,45.0,1.0,0.0001,0,0,0,0,0,0,0,0,0
150.55,4,30.0,0,306,15,2,5,1,10,37.64,0,1,150.55,30.0,1.0,0.0003,0,0,1,1,0,0,0,1,0
51.16,1,35.0,0,165,10,2,5,1,17,51.16,1,1,51.16,35.0,1.0,0.0,1,0,0,0,1,0,0,1,0
32.99,4,35.0,0,213,17,3,1,0,26,8.25,0,1,32.99,35.0,1.0,0.0001,1,0,0,0,1,0,0,0,1
152.71,5,32.0,0,300,2,3,2,0,13,30.54,1,1,152.71,32.0,1.0,0.0001,0,1,0,0,0,0,1,1,0
125.44,4,48.0,0,355,9,2,3,0,22,31.36,0,1,125.44,48.0,1.0,0.0006,1,0,0,0,0,0,1,0,0
248.6,3,34.0,1,283,2,1,4,0,19,82.87,1,1,248.6,34.0,1.0,0.0,1,0,0,0,0,1,0,1,0
511.18,2,40.0,0,60,17,1,0,0,15,255.59,1,1,511.18,40.0,1.0,0.0,0,0,0,0,1,0,0,0,1
105.92,4,38.0,0,199,4,3,5,1,9,26.48,1,1,105.92,38.0,1.0,0.0006,1,0,0,0,1,0,0,0,1
406.08,4,41.0,0,251,17,4,4,0,5,101.52,0,1,406.08,41.0,1.0,0.0,0,0,0,0,0,0,0,1,0
89.38,2,38.0,0,8,12,1,0,0,15,44.69,1,1,89.38,38.0,1.0,0.0003,1,0,0,0,0,0,1,0,1
121.18,5,17.0,0,289,6,3,0,0,11,24.24,1,1,121.18,17.0,1.0,0.0003,1,0,0,0,0,0,1,0,0
124.89,3,40.0,0,38,10,3,0,0,18,41.63,1,1,124.89,40.0,1.0,0.0001,0,0,1,0,0,0,0,0,0
241.26,3,47.0,0,231,14,2,4,0,9,80.42,1,1,241.26,47.0,1.0,0.0001,1,0,0,0,1,0,0,0,1
118.3,4,30.0,0,27,11,3,5,1,30,29.58,1,1,118.3,30.0,1.0,0.0001,0,0,1,0,1,0,0,0,0
56.47,2,48.0,0,162,9,2,2,0,28,28.24,1,1,56.47,48.0,1.0,0.0001,0,1,0,0,0,0,1,0,1
90.73,1,34.0,0,257,10,3,4,0,1,90.73,1,1,90.73,34.0,1.0,0.0,0,0,0,0,0,0,0,0,0
30.18,2,31.0,0,91,6,2,4,0,23,15.09,1,1,30.18,31.0,1.0,0.0001,0,0,1,1,0,0,0,1,0
51.4,2,28.0,1,25,1,2,5,1,24,25.7,1,1,51.4,28.0,1.0,0.0002,0,0,1,0,1,0,0,1,0
170.62,1,25.0,0,338,13,2,3,0,22,170.62,1,1,170.62,25.0,1.0,0.0,0,0,0,0,0,1,0,0,1
203.1,5,38.0,1,46,8,2,6,1,4,40.62,1,1,203.1,38.0,1.0,0.0,0,0,1,1,0,0,0,0,0
388.25,5,30.0,0,119,4,3,5,1,16,77.65,1,1,388.25,30.0,1.0,0.0002,0,0,1,0,0,0,0,0,1
238.11,1,35.0,0,191,3,3,3,0,7,238.11,1,1,238.11,35.0,1.0,0.0002,0,0,0,0,1,0,0,0,1
50.5,5,34.0,0,4,21,4,5,1,6,10.1,1,1,50.5,34.0,1.0,0.0004,1,0,0,0,1,0,0,1,0
28.99,1,32.0,0,131,20,2,0,0,26,28.99,1,1,28.99,32.0,1.0,0.0004,0,0,0,0,1,0,0,0,1
547.28,5,47.0,0,365,23,1,5,1,6,109.46,1,1,547.28,47.0,1.0,0.0,0,1,0,0,0,0,1,0,1
346.59,4,29.0,0,292,10,1,0,0,29,86.65,1,1,346.59,29.0,1.0,0.0003,0,0,0,0,1,0,0,1,0
41.28,4,38.0,0,317,7,2,1,0,13,10.32,1,1,41.28,38.0,1.0,0.0001,0,1,0,1,0,0,0,0,1
477.07,3,34.0,0,99,11,2,3,0,22,159.02,1,1,477.07,34.0,1.0,0.0001,0,1,0,1,0,0,0,1,0
180.68,2,16.0,0,37,2,1,4,0,12,90.34,0,1,180.68,16.0,1.0,0.0,0,1,0,0,1,0,0,0,1
32.53,5,22.0,0,167,20,1,1,0,9,6.51,1,1,32.53,22.0,1.0,0.0002,0,0,1,0,0,1,0,1,0
91.1,3,22.0,0,99,4,1,5,1,6,30.37,1,1,91.1,22.0,1.0,0.0001,0,0,0,0,0,0,0,0,1
78.28,2,42.0,0,255,8,3,3,0,21,39.14,1,1,78.28,42.0,1.0,0.0,0,0,0,1,0,0,0,0,0
145.25,2,30.0,0,251,14,2,3,0,29,72.62,1,1,145.25,30.0,1.0,0.0001,0,0,1,1,0,0,0,0,1
197.87,2,35.0,0,309,23,1,3,0,4,98.94,1,1,197.87,35.0,1.0,0.0,0,1,0,0,0,0,1,0,0
243.39,4,20.0,0,23,11,4,2,0,3,60.85,1,1,243.39,20.0,1.0,0.0,0,1,0,0,0,1,0,1,0
489.02,1,36.0,0,303,9,1,5,1,20,489.02,1,1,489.02,36.0,1.0,0.0,0,0,0,0,1,0,0,0,0
334.96,1,35.0,0,43,0,2,4,0,16,334.96,1,1,334.96,35.0,1.0,0.0002,0,0,0,0,1,0,0,0,0
299.92,2,43.0,0,185,22,2,1,0,27,149.96,1,1,299.92,43.0,1.0,0.0005,1,0,0,0,0,0,1,0,0
147.91,5,36.0,0,239,16,1,1,0,16,29.58,1,1,147.91,36.0,1.0,0.0,0,0,0,0,0,1,0,0,1
636.71375,1,39.0,0,240,12,3,0,0,18,636.71,1,1,636.71,39.0,1.0,0.0007,0,0,1,0,0,0,0,0,1
636.71375,2,52.0,0,53,0,1,6,1,28,318.36,1,1,636.71,52.0,1.0,0.0002,0,1,0,0,1,0,0,0,1
182.66,4,34.0,0,232,21,2,0,0,26,45.66,1,1,182.66,34.0,1.0,0.0001,1,0,0,0,1,0,0,0,1
429.67,5,20.0,1,51,13,2,4,0,16,85.93,1,1,429.67,20.0,1.0,0.0,0,0,0,0,0,0,0,1,0
96.97,3,42.0,0,82,22,2,3,0,8,32.32,1,1,96.97,42.0,1.0,0.0002,0,0,0,0,0,0,0,0,1
166.31,4,30.0,0,305,3,3,5,1,30,41.58,1,1,166.31,30.0,1.0,0.0,0,0,1,0,0,0,1,1,0
10.22,1,37.0,0,93,0,1,5,1,20,10.22,1,1,10.22,37.0,1.0,0.0001,0,1,0,0,0,1,0,1,0
227.47,5,40.0,0,12,16,3,4,0,15,45.49,1,1,227.47,40.0,1.0,0.0003,1,0,0,0,0,1,0,0,1
326.23,2,29.0,0,62,11,3,4,0,1,163.12,1,1,326.23,29.0,1.0,0.0003,1,0,0,0,0,0,0,0,1
546.31,2,40.0,0,90,0,2,5,1,3,273.15,1,1,546.31,40.0,1.0,0.0001,0,0,1,0,0,1,0,1,0
83.21,5,41.0,0,284,9,3,3,0,28,16.64,1,1,83.21,41.0,1.0,0.0004,0,0,0,0,0,0,0,1,0
264.5,5,35.0,0,14,9,4,2,0,3,52.9,1,1,264.5,35.0,1.0,0.0001,0,0,0,0,0,1,0,0,0
15.17,1,37.0,0,271,16,3,2,0,20,15.17,0,1,15.17,37.0,1.0,0.0001,0,0,0,1,0,0,0,1,0
26.24,4,47.0,0,3,6,3,4,0,22,6.56,1,1,26.24,47.0,1.0,0.0001,1,0,0,0,0,0,1,1,0
33.87,5,30.0,0,220,18,2,5,1,24,6.77,1,1,33.87,30.0,1.0,0.0,0,0,1,0,0,0,1,1,0
181.27,2,45.0,0,34,1,4,5,1,6,90.64,0,1,181.27,45.0,1.0,0.0,1,0,0,1,0,0,0,0,0
112.44,5,53.0,0,171,10,1,5,1,27,22.49,1,1,112.44,53.0,1.0,0.0001,0,1,0,0,0,0,1,0,0
34.47,5,34.0,0,114,19,1,5,1,27,6.89,1,1,34.47,34.0,1.0,0.0,0,0,0,0,0,0,0,0,1
166.27,4,28.0,0,104,18,3,2,0,6,41.57,1,1,166.27,28.0,1.0,0.0,1,0,0,1,0,0,0,0,0
59.61,5,34.0,0,156,20,2,3,0,29,11.92,1,1,59.61,34.0,1.0,0.0,0,1,0,0,0,0,0,1,0
212.48,3,34.0,0,167,3,1,5,1,13,70.83,1,1,212.48,34.0,1.0,0.0001,1,0,0,0,1,0,0,0,1
177.29,3,26.0,0,64,8,3,5,1,2,59.1,1,1,177.29,26.0,1.0,0.0,0,0,0,0,1,0,0,0,1
155.03,2,37.0,0,266,15,3,6,1,17,77.52,1,1,155.03,37.0,1.0,0.0,0,0,1,0,0,0,1,1,0
224.47,5,39.0,0,117,22,1,5,1,13,44.89,1,1,224.47,39.0,1.0,0.0005,0,0,1,1,0,0,0,1,0
444.79,1,44.0,0,28,13,3,0,0,18,444.79,1,1,444.79,44.0,1.0,0.0008,0,0,1,0,1,0,0,0,1
309.56,3,28.0,0,155,19,3,0,0,11,103.19,1,1,309.56,28.0,1.0,0.0,0,0,0,0,0,1,0,1,0
59.25,2,40.0,0,125,17,2,1,0,27,29.62,1,1,59.25,40.0,1.0,0.0004,0,0,0,0,1,0,0,0,0
217.23,3,30.0,0,246,6,2,4,0,23,72.41,1,1,217.23,30.0,1.0,0.0001,1,0,0,0,0,0,0,0,0
491.2,2,37.0,0,360,2,1,1,0,23,245.6,1,1,491.2,37.0,1.0,0.0,1,0,0,0,1,0,0,0,0
48.09,3,36.0,0,100,11,3,0,0,4,16.03,1,1,48.09,36.0,1.0,0.0,0,0,1,0,0,0,0,0,0
88.87,5,44.0,0,197,13,4,5,1,6,17.77,1,1,88.87,44.0,1.0,0.0,0,0,1,1,0,0,0,0,1
16.37,5,23.0,0,339,12,3,0,0,11,3.27,1,1,16.37,23.0,1.0,0.0001,0,0,1,0,1,0,0,1,0
151.46,4,31.0,0,141,2,3,1,0,5,37.86,1,1,151.46,31.0,1.0,0.0,1,0,0,0,0,1,0,0,0
445.86,4,39.0,0,121,18,1,2,0,31,111.46,1,1,445.86,39.0,1.0,0.0,0,0,1,0,0,1,0,1,0
93.96,2,22.0,0,166,5,2,2,0,7,46.98,1,1,93.96,22.0,1.0,0.0,0,0,1,0,1,0,0,1,0
24.5,1,22.0,0,318,5,4,3,0,4,24.5,1,1,24.5,22.0,1.0,0.0,0,0,1,1,0,0,0,0,0
240.05,3,37.0,0,77,16,2,3,0,29,80.02,1,1,240.05,37.0,1.0,0.0001,1,0,0,0,0,1,0,0,0
248.18,1,38.0,0,100,14,2,5,1,10,248.18,1,1,248.18,38.0,1.0,0.0001,0,1,0,1,0,0,0,1,0
267.56,5,39.0,0,244,20,2,3,0,15,53.51,1,1,267.56,39.0,1.0,0.0,1,0,0,0,1,0,0,1,0
146.75,3,21.0,0,214,10,2,6,1,4,48.92,1,1,146.75,21.0,1.0,0.0,1,0,0,0,0,0,0,1,0
40.67,2,38.0,0,106,21,2,0,0,19,20.34,1,1,40.67,38.0,1.0,0.0,0,0,1,0,0,0,1,0,0
259.72,2,41.0,0,96,21,1,1,0,9,129.86,1,1,259.72,41.0,1.0,0.0005,0,1,0,0,0,0,1,0,1
55.15,3,36.0,0,308,20,3,1,0,5,18.38,1,1,55.15,36.0,1.0,0.0002,1,0,0,1,0,0,0,0,1
138.0,3,21.0,0,16,20,3,4,0,15,46.0,1,1,138.0,21.0,1.0,0.0001,0,0,1,0,0,0,0,0,0
360.87,5,48.0,0,355,10,4,2,0,3,72.17,1,1,360.87,48.0,1.0,0.0007,0,1,0,0,0,0,1,1,0
228.88,3,33.0,0,304,10,2,5,1,17,76.29,1,1,228.88,33.0,1.0,0.0002,0,0,1,1,0,0,0,1,0
398.47,2,44.0,0,18,0,3,2,0,6,199.24,1,1,398.47,44.0,1.0,0.0001,0,0,0,0,0,0,0,1,0
114.42,5,38.0,0,163,3,2,5,1,3,22.88,0,1,114.42,38.0,1.0,0.0,0,0,0,1,0,0,0,0,1
562.23,4,18.0,0,211,17,3,0,0,25,140.56,1,1,562.23,18.0,1.0,0.0001,0,1,0,1,0,0,0,1,0
129.37,4,36.0,0,87,16,3,3,0,7,32.34,1,1,129.37,36.0,1.0,0.0002,1,0,0,0,0,0,1,0,0
44.99,4,18.0,0,328,12,1,3,0,18,11.25,1,1,44.99,18.0,1.0,0.0002,0,1,0,0,0,0,1,0,0
26.27,3,34.0,0,193,7,3,4,0,1,8.76,1,1,26.27,34.0,1.0,0.0001,1,0,0,1,0,0,0,1,0
58.2,2,46.0,0,92,17,2,6,1,18,29.1,1,1,58.2,46.0,1.0,0.0001,0,0,0,0,0,0,0,1,0
67.74,3,33.0,0,298,22,1,6,1,7,22.58,1,1,67.74,33.0,1.0,0.0,1,0,0,0,1,0,0,1,0
281.54,5,28.0,0,36,18,1,3,0,11,56.31,1,1,281.54,28.0,1.0,0.0001,0,1,0,0,0,0,0,0,0
322.23,2,52.0,0,23,20,1,1,0,23,161.12,1,1,322.23,52.0,1.0,0.0004,0,1,0,0,0,0,0,0,0
37.16,4,40.0,0,288,20,2,1,0,13,9.29,1,1,37.16,40.0,1.0,0.0,0,0,1,0,0,1,0,0,1
135.36,5,38.0,0,356,1,3,6,1,10,27.07,0,1,135.36,38.0,1.0,0.0001,0,0,1,0,0,0,1,0,0
167.28,1,26.0,0,242,15,2,2,0,28,167.28,1,1,167.28,26.0,1.0,0.0001,0,0,1,0,0,0,0,1,0
636.71375,3,30.0,0,179,4,2,5,1,24,212.24,1,1,636.71,30.0,1.0,0.0,0,1,0,0,0,0,1,0,1
535.57,4,34.0,1,240,17,2,4,0,9,133.89,0,1,535.57,34.0,1.0,0.0001,0,0,0,0,0,0,1,0,1
170.94,4,22.0,0,124,14,2,4,0,2,42.74,1,1,170.94,22.0,1.0,0.0001,0,0,0,0,0,0,0,1,0
128.68,2,32.0,0,82,18,1,0,0,22,64.34,1,1,128.68,32.0,1.0,0.0002,1,0,0,0,1,0,0,0,1
76.36,4,54.0,0,277,10,1,1,0,2,19.09,1,1,76.36,54.0,1.0,0.0003,0,0,0,1,0,0,0,1,0
440.28,3,16.0,0,31,5,2,2,0,21,146.76,1,1,440.28,16.0,1.0,0.0002,1,0,0,0,0,1,0,0,0
216.3,2,27.0,0,265,3,2,4,0,9,108.15,1,1,216.3,27.0,1.0,0.0,0,1,0,0,0,0,1,0,1
262.75,5,21.0,0,357,21,3,3,0,21,52.55,1,1,262.75,21.0,1.0,0.0,1,0,0,1,0,0,0,0,1
136.68,2,26.0,0,43,7,3,0,0,18,68.34,1,1,136.68,26.0,1.0,0.0,1,0,0,0,0,1,0,0,1
194.69,2,22.0,0,106,19,2,2,0,28,97.34,1,1,194.69,22.0,1.0,0.0,0,1,0,1,0,0,0,1,0
76.32,1,41.0,0,153,20,4,5,1,6,76.32,1,1,76.32,41.0,1.0,0.0001,0,0,1,0,0,0,0,1,0
93.81,1,23.0,0,202,0,4,1,0,2,93.81,1,1,93.81,23.0,1.0,0.0,0,0,0,0,0,0,0,1,0
194.22,4,40.0,0,145,8,2,0,0,19,48.56,1,1,194.22,40.0,1.0,0.0,0,0,0,0,0,0,1,0,0
64.86,5,24.0,0,225,16,2,2,0,14,12.97,1,1,64.86,24.0,1.0,0.0,1,0,0,0,0,0,0,0,0
570.64,1,14.0,0,299,19,1,0,0,29,570.64,1,1,570.64,14.0,1.0,0.0001,0,1,0,0,0,1,0,0,1
96.42,1,49.0,0,277,20,2,3,0,1,96.42,1,1,96.42,49.0,1.0,0.0,0,1,0,0,0,0,1,0,1
66.83,4,36.0,0,39,19,2,0,0,5,16.71,1,1,66.83,36.0,1.0,0.0,0,0,1,0,0,1,0,0,1
425.17,1,41.0,0,161,10,3,1,0,12,425.17,1,1,425.17,41.0,1.0,0.0001,0,1,0,1,0,0,0,1,0
15.23,4,31.0,0,167,13,1,0,0,1,3.81,0,1,15.23,31.0,1.0,0.0,1,0,0,0,0,0,0,1,0
297.21,1,52.0,0,111,14,2,1,0,6,297.21,1,1,297.21,52.0,1.0,0.0001,0,1,0,0,0,1,0,1,0
419.91,5,28.0,0,317,21,2,6,1,25,83.98,1,1,419.91,28.0,1.0,0.0001,0,1,0,0,0,0,0,0,0
303.2,2,40.0,0,115,8,2,6,1,25,151.6,1,1,303.2,40.0,1.0,0.0001,0,0,1,0,1,0,0,0,1
45.68,4,54.0,0,213,10,1,4,0,12,11.42,1,1,45.68,54.0,1.0,0.0,0,0,1,0,1,0,0,0,1
71.7,4,49.0,1,76,7,3,4,0,15,17.92,1,1,71.7,49.0,1.0,0.0001,0,1,0,0,0,0,1,0,0
31.48,2,31.0,0,115,16,2,4,0,9,15.74,1,1,31.48,31.0,1.0,0.0004,0,0,0,0,1,0,0,0,1
153.58,4,19.0,0,332,6,3,3,0,28,38.4,1,1,153.58,19.0,1.0,0.0001,0,1,0,0,0,1,0,0,1
20.93,3,29.0,0,44,15,1,6,1,21,6.98,1,1,20.93,29.0,1.0,0.0001,0,0,1,0,0,1,0,1,0
154.44,5,33.0,0,299,17,1,1,0,23,30.89,1,1,154.44,33.0,1.0,0.0,0,1,0,0,1,0,0,0,1
114.66,5,39.0,0,208,3,3,0,0,4,22.93,1,1,114.66,39.0,1.0,0.0001,1,0,0,0,1,0,0,0,0
403.62,5,36.0,0,47,9,1,0,0,1,80.72,1,1,403.62,36.0,1.0,0.0,0,0,1,1,0,0,0,0,1
57.16,4,34.0,0,236,22,2,3,0,29,14.29,1,1,57.16,34.0,1.0,0.0001,0,0,1,0,0,1,0,0,1
636.71375,5,41.0,0,93,6,1,3,0,4,127.34,1,1,636.71,41.0,1.0,0.0,0,1,0,0,0,1,0,0,0
378.24,1,27.0,0,317,16,4,4,0,5,378.24,1,1,378.24,27.0,1.0,0.0001,0,1,0,0,0,0,1,0,0
196.6,1,46.0,0,251,22,2,5,1,3,196.6,1,1,196.6,46.0,1.0,0.0001,0,0,0,0,0,0,0,0,0
57.41,3,40.0,0,177,9,2,2,0,28,19.14,1,1,57.41,40.0,1.0,0.0001,0,0,1,1,0,0,0,0,1
49.16,3,37.0,0,22,10,4,4,0,5,16.39,1,1,49.16,37.0,1.0,0.0002,0,0,0,1,0,0,0,0,1
112.04,5,49.0,1,15,2,1,6,1,7,22.41,1,1,112.04,49.0,1.0,0.0,1,0,0,0,1,0,0,0,0
82.61,5,38.0,0,123,6,3,6,1,3,16.52,0,1,82.61,38.0,1.0,0.0,0,0,1,0,0,1,0,0,0
65.13,4,49.0,0,114,1,3,1,0,19,16.28,0,1,65.13,49.0,1.0,0.0,1,0,0,0,1,0,0,0,1
365.64,3,51.0,0,222,3,3,6,1,10,121.88,1,1,365.64,51.0,1.0,0.0,1,0,0,0,0,1,0,0,0
636.71375,4,46.0,0,289,5,3,1,0,12,159.18,1,1,636.71,46.0,1.0,0.0,1,0,0,0,0,1,0,0,1
160.38,2,36.0,0,287,7,1,0,0,8,80.19,1,1,160.38,36.0,1.0,0.0,1,0,0,0,1,0,0,1,0
121.97,5,16.0,0,343,0,3,1,0,19,24.39,1,1,121.97,16.0,1.0,0.0,0,1,0,0,1,0,0,1,0
62.3,4,43.0,1,22,5,2,4,0,16,15.58,1,1,62.3,43.0,1.0,0.0001,0,1,0,1,0,0,0,0,1
149.16,5,41.0,0,209,3,1,3,0,25,29.83,1,1,149.16,41.0,1.0,0.0,1,0,0,0,1,0,0,0,0
224.17,1,30.0,0,239,2,2,6,1,4,224.17,1,1,224.17,30.0,1.0,0.0,1,0,0,0,1,0,0,0,0
140.5,5,38.0,0,351,18,1,5,1,6,28.1,1,1,140.5,38.0,1.0,0.0,0,0,0,1,0,0,0,0,1
23.36,2,22.0,0,336,22,1,4,0,26,11.68,1,1,23.36,22.0,1.0,0.0001,0,1,0,1,0,0,0,0,1
12.23,3,24.0,0,274,17,2,0,0,5,4.08,1,1,12.23,24.0,1.0,0.0003,0,0,0,0,1,0,0,1,0
456.86,3,14.0,0,222,0,2,4,0,9,152.29,1,1,456.86,14.0,1.0,0.0,0,0,0,0,1,0,0,1,0
50.82,2,30.0,0,23,4,1,6,1,21,25.41,0,1,50.82,30.0,1.0,0.0,0,1,0,0,1,0,0,0,1
311.26,3,20.0,1,28,2,1,1,0,9,103.75,1,1,311.26,20.0,1.0,0.0,0,1,0,0,1,0,0,1,0
287.57,4,28.0,0,177,10,1,0,0,1,71.89,0,1,287.57,28.0,1.0,0.0,0,1,0,0,0,0,1,0,1
73.34,5,36.0,0,263,20,3,2,0,13,14.67,0,1,73.34,36.0,1.0,0.0,0,0,1,0,0,1,0,1,0
112.83,2,39.0,0,9,6,4,2,0,3,56.42,1,1,112.83,39.0,1.0,0.0,0,1,0,1,0,0,0,0,1
51.29,5,54.0,0,96,1,2,0,0,19,10.26,1,1,51.29,54.0,1.0,0.0,0,0,0,0,0,0,1,0,0
410.78,1,47.0,0,39,8,3,4,0,29,410.78,1,1,410.78,47.0,1.0,0.0001,1,0,0,0,0,0,1,0,0
100.86,1,32.0,0,218,16,1,5,1,6,100.86,1,1,100.86,32.0,1.0,0.0003,0,0,0,1,0,0,0,0,1
140.75,3,41.0,0,234,17,1,2,0,3,46.92,1,1,140.75,41.0,1.0,0.0008,1,0,0,1,0,0,0,0,0
233.66,3,54.0,0,249,1,2,2,0,21,77.89,1,1,233.66,54.0,1.0,0.0,0,0,1,0,0,0,1,1,0
143.78,2,48.0,0,29,13,3,6,1,31,71.89,1,1,143.78,48.0,1.0,0.0008,0,1,0,0,0,1,0,0,0
126.1,5,30.0,0,4,4,4,0,0,1,25.22,1,1,126.1,30.0,1.0,0.0001,0,0,1,0,1,0,0,1,0
239.11,3,27.0,0,75,2,2,3,0,29,79.7,1,1,239.11,27.0,1.0,0.0,0,0,0,0,0,1,0,0,1
60.93,2,36.0,0,75,0,2,3,0,29,30.46,1,1,60.93,36.0,1.0,0.0001,1,0,0,1,0,0,0,1,0
63.26,2,46.0,0,113,0,1,1,0,9,31.63,0,1,63.26,46.0,1.0,0.0001,0,0,0,0,0,1,0,0,0
279.82,4,33.0,0,55,9,3,5,1,9,69.96,1,1,279.82,33.0,1.0,0.0001,0,1,0,0,0,0,1,0,1
150.28,4,25.0,0,140,21,2,5,1,17,37.57,1,1,150.28,25.0,1.0,0.0003,1,0,0,0,0,1,0,0,0
20.94,4,27.0,0,303,3,3,0,0,11,5.24,1,1,20.94,27.0,1.0,0.0004,1,0,0,0,0,0,1,0,1
577.28,1,50.0,0,176,8,3,6,1,10,577.28,1,1,577.28,50.0,1.0,0.0003,0,0,0,0,0,1,0,1,0
136.72,5,31.0,0,331,1,3,6,1,24,27.34,1,1,136.72,31.0,1.0,0.0,1,0,0,0,1,0,0,1,0
170.26,1,35.0,0,137,13,3,2,0,6,170.26,1,1,170.26,35.0,1.0,0.0,0,1,0,0,0,0,0,0,0
250.04,3,35.0,0,165,16,2,6,1,18,83.35,1,1,250.04,35.0,1.0,0.0001,0,0,0,0,1,0,0,0,0
395.69,5,33.0,0,12,21,3,5,1,30,79.14,1,1,395.69,33.0,1.0,0.0,0,0,1,0,1,0,0,0,0
636.71375,4,50.0,0,293,20,2,1,0,27,159.18,1,1,636.71,50.0,1.0,0.0002,1,0,0,0,0,0,0,1,0
54.23,5,37.0,0,17,1,3,6,1,10,10.85,1,1,54.23,37.0,1.0,0.0,0,0,1,1,0,0,0,0,1
323.59,2,40.0,0,77,15,1,5,1,20,161.79,1,1,323.59,40.0,1.0,0.0,1,0,0,0,1,0,0,1,0
240.5,2,55.0,0,175,1,1,1,0,23,120.25,1,1,240.5,55.0,1.0,0.0001,0,1,0,0,0,1,0,0,0
36.8,5,33.0,0,302,7,2,2,0,14,7.36,1,1,36.8,33.0,1.0,0.0008,1,0,0,1,0,0,0,0,1
89.06,5,23.0,0,17,23,3,1,0,19,17.81,1,1,89.06,23.0,1.0,0.0001,0,1,0,0,0,0,0,0,1
228.03,2,37.0,0,357,2,3,6,1,24,114.02,1,1,228.03,37.0,1.0,0.0001,0,0,1,1,0,0,0,0,0
15.07,5,39.0,0,120,10,2,6,1,25,3.01,1,1,15.07,39.0,1.0,0.0001,0,0,0,1,0,0,0,0,0
46.64,4,44.0,0,45,7,2,4,0,16,11.66,1,1,46.64,44.0,1.0,0.0001,1,0,0,0,1,0,0,0,0
388.28,2,21.0,0,87,23,2,5,1,24,194.14,1,1,388.28,21.0,1.0,0.0,0,0,1,0,1,0,0,0,1
88.91,4,57.0,0,44,21,3,4,0,15,22.23,1,1,88.91,57.0,1.0,0.0002,0,0,0,0,0,0,1,0,1
33.8,5,28.0,0,71,17,4,4,0,5,6.76,1,1,33.8,28.0,1.0,0.0,0,0,1,0,0,0,1,0,1
145.6,2,26.0,0,5,22,1,4,0,26,72.8,1,1,145.6,26.0,1.0,0.0003,0,0,1,0,0,1,0,1,0
285.96,1,36.0,0,244,3,4,1,0,2,285.96,1,1,285.96,36.0,1.0,0.0,0,0,1,0,0,1,0,0,1
